[SCAN]              	playful_bryan (SCAN:07d28ffd932f53936786f398d35fb6620d626e14)	TARGET	(distance-0)
[DNS_NAME]          	gds-viewer03.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer-3.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer0.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	goopti.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fe-cloudrun.kiwi.com	sslcert	(a-wildcard-domain, distance-0, in-scope, ns-record, resolved, soa-record, subdomain, wildcard-domain)
[DNS_NAME]          	gds-viewer2-8.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer08.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer20.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	goopti.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	https://auricair.kiwi.com/en/	httpx	(dir, distance-0, http-title-auricair-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	gds-viewer10.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer2-7.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer1.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer21.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	hotels.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	https://shichor.kiwi.com/en/	httpx	(dir, distance-0, http-title-shichor-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	gds-viewer2.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://goopti.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	email.txn-dev-mg.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	email.txn-dev-mg.kiwi.com	host	(a-record, cloud-google, cname-record, distance-0, in-scope, mx-record, ns-record, resolved, soa-record, subdomain, txt-record)
[OPEN_TCP_PORT]     	email.txn-dev-mg.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	hotels.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fe-sandbox.kiwi.com	sslcert	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://theairlinereviewer.kiwi.com/en/	httpx	(dir, distance-0, http-title-theairlinereviewer-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[URL]               	http://hotels.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[DNS_NAME]          	gds-viewer26.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://sembo.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://static-data-sandbox.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-35-241-26-1, status-403)
[URL]               	https://statusflare.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-403)
[URL]               	https://volagratis.kiwi.com/en/	httpx	(dir, distance-0, http-title-los-angeles-los-angeles-trips, in-scope, ip-104-16-193-226, status-200)
[DNS_NAME]          	gds-viewer3-4.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://tag-manager.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-400)
[URL]               	http://sembo.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://travel360.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	https://widgets.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://tag-manager.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://static-data-sandbox.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-35-241-26-1, status-403)
[DNS_NAME]          	gds-viewer4.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://travel360.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	http://widgets.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	https://goavio.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://bravofly.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://ipdemat.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://madagasikaraairways.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[OPEN_TCP_PORT]     	static-data-sandbox.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	https://pki.kiwi.com/	httpx	(dir, distance-0, http-title-pki-kiwi-com, in-scope, ip-104-16-192-226, status-200)
[URL]               	http://pki.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	gds-viewer5.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer4-1.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	goopti.kiwi.com:80	speculate	(distance-0, in-scope)
[URL]               	http://madagasikaraairways.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://bravofly.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://goavio.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://ipdemat.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[OPEN_TCP_PORT]     	hotels.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	gds-viewer53.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	sembo.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	https://goopti.kiwi.com/en/	httpx	(dir, distance-0, http-title-goopti-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[DNS_NAME]          	sembo.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	static-data-sandbox.kiwi.com	host	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	statusflare.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	tag-manager.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	tag-manager.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	sembo.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	travel360.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	widgets.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	tag-manager.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	widgets.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	static-data-sandbox.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	travel360.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	travel360.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	bravofly.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	widgets.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	ipdemat.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	goavio.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	goavio.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	bravofly.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	ipdemat.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	madagasikaraairways.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	madagasikaraairways.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	pki.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	pki.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	pki.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[IP_ADDRESS]        	54.165.95.155	A	(cloud-amazon, distance-1, internal, ipv4, ptr-record, resolved)
[OPEN_TCP_PORT]     	madagasikaraairways.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	bravofly.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	goavio.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	ipdemat.kiwi.com:80	speculate	(distance-0, in-scope)
[FINDING]           	{"description": "Possible secret in JS [AIzaSyBxpPNQt1TUOePnHqnnIA2p31TAEv4ZmDI] Signature [google_api]", "host": "parking.kiwi.com", "url": "https://parking.kiwi.com:443/en-US/"}	excavate	(distance-0, in-scope)
[IP_ADDRESS]        	54.86.240.25	A	(cloud-amazon, distance-1, internal, ipv4, ptr-record, resolved)
[IP_ADDRESS]        	185.136.200.105	A	(distance-1, internal, ipv4, ptr-record, resolved)
[DNS_NAME]          	tag-manager.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[IP_ADDRESS]        	2600:9000:25c8:2400:5:1c12:3140:93a1	AAAA	(distance-1, internal, ipv6, ptr-record, resolved)
[DNS_NAME]          	goopti.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	travel360.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	widgets.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	sembo.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	madagasikaraairways.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	pki.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	goavio.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ipdemat.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bravofly.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	gds-viewer57.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer66.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer80-4.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer8-6.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ge.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gds-viewer7-3.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	genextreme.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gns.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gplm.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gp.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gplmq.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gxp.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hotels-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	gplmy.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	geo.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hackathon.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hackathon-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hackathonwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hotels.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	humana.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ibs.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hue.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	images-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	images.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	industrysoftware.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hotelswww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	imageswww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	info-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	invox.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	infowww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	insight.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jackwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ippon.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	info.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jack-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jim.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jameson.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jack.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jameson-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.geo.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.gxp.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.gp.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jamesonwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://goavio.kiwi.com/en/	httpx	(dir, distance-0, http-title-goavio-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	mmb.hue.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.gns.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	sales.industrysoftware.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://ipdemat.kiwi.com/en/	httpx	(dir, distance-0, http-title-ipdemat-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	downloada.industrysoftware.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jim-www.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mmb.ibs.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.industrysoftware.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://bravofly.kiwi.com/en/	httpx	(dir, distance-0, http-title-los-angeles-los-angeles-trips, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://madagasikaraairways.kiwi.com/en/	httpx	(dir, distance-0, http-title-madagasikaraairways-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://travel360.kiwi.com/en/	httpx	(dir, distance-0, http-title-travel360-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://sembo.kiwi.com/en/	httpx	(dir, distance-0, http-title-sembo-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	jimwww.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira-test.automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
